Product,RowId,Unit,PackageType,ContentQty,X,Y,Z,Weight
590577,800356,1,1,4,38.5,25,21.5,2.832
590614,798692,0,1,1,38.5,2.9,32.2,0.756
590614,801724,1,1,10,52,41,31.5,8.96
590617,798695,0,1,1,29,12.8,24,0.914
590617,799156,1,1,6,50.2,33.6,41.3,6.626
590628,798708,0,1,1,11.3,4.9,25,0.274
590668,798764,0,1,1,9.7,2.1,21.6,0.136
590672,798771,0,1,1,25,1.8,32,0.34
590684,798784,0,1,1,19.4,1.6,11,0.064
590692,798794,0,1,1,20.6,24.6,11.8,0.724
590692,801725,1,1,4,57,26,22.3,3.46
591055,799179,0,1,1,15.5,5.9,6,0.218
591056,799180,0,1,1,15.3,6.1,5.9,0.216
591057,799181,0,1,1,18.9,1.8,9.2,0.054
591058,799182,0,1,1,6,6,15.4,0.214
591059,799183,0,1,1,5.9,6.1,15.5,0.216
591060,799184,0,2,1,107,56,69,48
591064,799189,0,1,1,18.9,1.9,9.1,0.056
591072,799198,0,1,1,9.2,1.8,19,0.056
591077,799205,0,2,1,49,24,50,8.9
591079,799207,0,2,1,49,23,49,8.7
591088,799216,0,1,1,18.4,1.5,13.2,0.05
591090,799218,0,1,1,10,1.6,17.8,0.046
591099,799227,0,1,1,1.5,11.5,20.5,0.08
591134,799262,0,1,1,10.1,8.6,15.9,0.244
591134,801004,1,1,10,44,19,22,3.22
591142,799273,0,1,1,18.1,0.9,12.9,0.058
591155,799301,0,1,1,1.5,11.5,20.5,0.08
591166,799312,0,1,1,16.9,2.6,44.9,0.144
591166,879226,1,1,50,36.2,33.2,41.5,7.686
591196,799345,0,1,1,12.3,3.1,16.3,0.678
591208,799357,0,1,1,13,10,11,0.51
591209,799358,0,1,1,14,11,9.5,0.4
591209,800542,1,1,12,41,25,28,5.566
591214,799364,0,1,1,18.5,4.8,10.1,0.136
591232,799382,0,1,1,14.9,6.9,20.4,0.27
591232,809416,1,1,10,35.5,31,22.5,3.48
591239,799390,0,1,1,15.9,5.9,9,0.24
591239,878887,1,1,5,30.2,16.6,10.7,1.42
591282,799456,0,1,1,4.4,0.4,14.8,0.01
591293,799470,0,1,1,28,7,19,0.508
591302,799479,0,1,1,30.6,2.5,20.2,0.3
591389,799572,0,2,1,41,30,44,6.89
591465,799662,0,1,1,16.8,5.5,17.5,0.358
591466,799663,0,1,1,18.2,4.5,12.6,0.288
591468,799665,0,1,1,18.1,4.5,12.3,0.294
591473,799671,0,1,1,21.9,4.5,16.4,0.348
591478,799677,0,1,1,18.5,4.5,12.1,0.292
591482,799681,0,1,1,18.3,4.4,11.9,0.472
591488,799687,0,1,1,15.7,12.9,13.9,5.354
591489,799688,0,1,1,13.2,23.2,13,1.606
591489,802366,1,1,6,46.9,31.8,34.1,10.964
591505,799723,0,1,1,13,10.3,19,0.762
591505,800961,1,1,20,53.2,29.3,39.9,16.59
591523,799748,0,1,1,8,0.9,4.6,0.014
591524,799749,0,1,1,4.6,0.9,8.1,0.014
591524,872605,1,1,25,21,5.8,12.2,0.45
591525,799750,0,1,1,8,0.8,4.6,0.014
591525,972579,1,1,25,21,5.7,12.2,0.488
591534,799759,0,2,1,70.5,62,50,31.4
591596,799828,0,1,1,13.1,2.1,13.9,0.036
591615,799847,0,1,1,16.8,2.2,21.7,0.092
591628,799860,0,1,1,19.7,1.6,14.9,0.036
591632,799864,0,1,1,14.8,3.1,15.2,0.044
591636,799868,0,1,1,19.6,2,14.8,0.078
591666,799898,0,1,1,11.9,1.1,12.2,0.02
591673,799906,0,1,1,27.5,7.1,34.9,1.368
591673,801475,1,1,10,35.6,37.9,57.6,14.704
591682,799923,0,1,1,18.5,27,10.5,1.89
591754,800026,0,1,1,10.3,8.4,12.9,0.334
591815,800091,0,1,1,19.7,1.3,10.2,0.042
591820,800096,0,1,1,10.4,1.2,19.8,0.048
591825,800101,0,1,1,10.5,23.5,10,0.45
591904,800198,0,1,1,11.2,6.4,16.2,0.236
591905,800199,0,1,1,13.6,3.7,17.5,0.358
591906,800200,0,1,1,11.5,4.8,18.8,0.356
591907,800201,0,1,1,20.8,4.8,23.2,0.444
591932,800228,0,1,1,12.3,4.8,16.2,0.188
591944,800240,0,1,1,9.7,3.7,35,0.216
591946,800242,0,1,1,11.3,2.7,27,0.198
591969,800265,0,1,1,6.4,1.4,35,0.284
591994,800294,0,1,1,23,15,13,0.65
591995,800295,0,1,1,23,14,13,0.62
592005,800307,0,1,1,16,10.9,10.2,0.206
592005,806884,1,1,10,33,22,18.5,2.414
592011,800322,0,1,1,25.7,38.8,40.1,10.822
592027,800344,0,1,1,15.9,19.5,48.5,2.048
592037,800354,0,1,1,44.3,14.7,25.7,7.358
592037,801506,1,1,2,45,30.5,27,15.532
592038,800355,0,1,1,44.2,25.2,14.2,8.154
592038,801502,1,1,2,45.5,30.5,26.7,17.06
592050,800375,0,1,1,5.8,2.6,21.2,0.104
592051,800376,0,1,1,51,36.8,24.5,12.554
592052,800377,0,1,1,8.8,3,13.5,0.022
592065,800391,0,1,1,37.6,23.6,14.7,4.238
592065,801510,1,1,4,59.5,39,25.2,18.366
592067,800393,0,1,1,37.8,24,31.3,4.278
592067,801505,1,1,4,58.5,39.5,25.5,18.394
592080,800407,0,1,1,37.9,24.1,14.6,5.062
592080,804377,1,1,4,59,39,26,21.21
592081,800408,0,1,1,37.6,24.1,14.6,5.688
592081,801504,1,1,4,59,39,25.3,23.826
592082,800409,0,1,1,37.4,23.8,14.9,5.698
592082,801508,1,1,4,58.8,39,24.7,23.69
592083,800410,0,1,1,14.5,23.7,37.5,6.136
592083,801503,1,1,4,59.5,39,25.5,25.66
592084,800411,0,1,1,14.7,23.8,37.4,6.146
592084,801509,1,1,4,59,39,25.5,25.724
592125,800466,0,1,1,16.1,4,14,0.034
592130,800471,0,1,1,13.7,1.5,17.8,0.038
592143,800489,0,1,1,30.3,4.9,12.8,0.476
592170,800517,0,1,1,19.8,1.2,10.3,0.04
592190,800537,0,1,1,10.3,2.2,19.7,0.046
592191,800538,0,1,1,19.7,2.3,10.3,0.036
592193,800540,0,1,1,10.3,2.2,19.9,0.048
592197,800545,0,1,1,23.9,5,17.2,0.328
592197,801215,1,1,30,53.9,24.8,50,10.782
592204,800552,0,1,1,21.7,17,17.5,1.7
592204,823595,1,1,6,52,37,25,11.18
592206,800557,0,1,1,8.5,5,0.5,0.017
592212,800572,0,1,1,29.4,5.3,19.1,0.968
592212,875095,1,1,10,40,31.9,27.6,10.394
592215,800577,0,1,1,46.7,16.2,44.3,2.17
592218,800580,0,1,1,23.8,14.6,15.3,0.782
592218,818946,1,1,10,77,31,25,8.31
592235,800597,0,1,1,13.1,12.8,9.4,0.404
592235,800970,1,1,36,54.7,31.1,40.2,13.654
592240,800602,0,1,1,19.3,9.5,14.6,0.534
592240,800963,1,1,36,60.3,39.7,41.8,18.672
592241,800603,0,1,1,8.7,9,8.4,0.144
592241,800973,1,1,64,38,35,37,10.026
592249,800611,0,1,1,16.1,23.9,36.3,1.806
592249,801689,1,1,4,50,37,35,9.54
592250,800612,0,1,1,48,14.4,35.6,3.674
592254,800617,0,1,1,15.8,2.7,11,0.072
592254,838305,1,1,2,17.5,6.2,12.3,0.188
592257,800620,0,1,1,10.9,2.6,15.8,0.074
592257,903601,1,1,2,12,5.9,17.4,0.196
592258,800621,0,1,1,9.1,3.2,17.9,0.088
592258,905396,1,1,2,7.2,19.9,10.9,0.216
592270,800633,0,1,1,14.5,0.5,9.5,0.034
592285,800670,0,1,1,14.5,2.5,10.3,0.098
592285,803615,1,1,80,44.4,27.4,26.1,4.832
592388,800793,0,1,1,15.8,4.3,8.8,0.192
592404,800810,0,1,1,12.5,3.9,12.3,0.376
592404,802435,1,1,5,28.5,21.5,19.8,2.296
592413,800820,0,1,1,8.1,2.1,6.7,0.034
592413,801304,1,1,10,14.9,14.8,11.1,0.454
592432,800839,0,1,1,15,2,20,0.25
592435,800845,0,1,1,9.2,1.6,6,0.01
592436,800846,0,1,1,4.8,4.9,9.7,0.074
592458,800872,0,1,1,4.6,0.9,14.7,0.026
592459,800873,0,1,1,14.6,0.9,4.6,0.028
592460,800874,0,1,1,14.6,0.9,4.5,0.034
592461,800875,0,1,1,4.6,0.8,15.1,0.028
592467,800881,0,1,1,14.6,0.8,4.6,0.028
592475,800889,0,1,1,50.3,5.9,8.9,0.978
592477,800891,0,1,1,9,6.1,54.2,1.05
592518,800933,0,1,1,40,40,21.5,6.12
592530,800947,0,1,1,12.9,2,9.4,0.054
592571,801005,0,1,1,15.9,2.5,10.2,0.044
592580,801023,0,1,1,12.1,2.8,14.6,0.04
592592,801035,0,1,1,14.6,2.9,13,0.09
592592,807537,1,1,40,42.9,19.9,27.4,4.116
592594,801037,0,1,1,25.9,14.2,23.7,2.264
592594,805932,1,1,8,57,45.5,26,19.1
592617,801060,0,1,1,18.5,1,9,0.19
592617,801183,1,1,16,19.5,9.5,19,3.098
592641,801084,0,1,1,12.2,6.4,15.2,0.26
592643,801086,0,1,1,12.3,6.4,15.1,0.244
592645,801088,0,1,1,12.3,6.3,15.1,0.664
592676,801122,0,1,1,28.3,6.7,25.5,1.296
592676,801241,1,1,10,59.9,29.6,34.1,13.634
592683,801129,0,1,1,12.4,6.3,15.1,0.68
592685,801131,0,1,1,15,6.3,12.2,0.67
592688,801134,0,1,1,20.4,9.8,26.2,1.846
592688,802907,1,1,10,55,53.5,24.5,20.66
592691,801137,0,1,1,26.2,9.8,20.3,2.002
592691,804076,1,1,10,55.5,53.5,25,22.45
592696,801142,0,1,1,10,0.7,5.1,0.018
592703,801149,0,1,1,5.7,0.6,16.8,0.028
592707,801153,0,1,1,20,8,20.1,1.312
592707,887290,1,1,12,51.7,23.9,47.1,16.966
592744,801194,0,1,1,54.6,5,21.2,0.788
592744,809566,1,1,20,57,48.5,44,16.766
592744,910041,2,2,100,120,80,148,104
592745,801195,0,1,1,17.6,4.7,53.5,0.732
592745,809565,1,1,10,55,47,19.5,7.92
592745,910037,2,2,160,120,80,132,146
592748,801198,0,1,1,16.3,12,34.9,1.764
592750,801200,0,1,1,33.5,28.1,32.7,3.046
592750,801778,1,1,2,56,34,35,6.073
592764,801217,0,1,1,12.7,3.3,40.3,0.502
592793,801250,0,1,1,2.5,2.3,7,0.004
592793,802257,1,1,20,14.5,5.5,12,0.124
592794,801251,0,1,1,2.8,2.3,7,0.004
592794,801612,1,1,20,11.5,14.5,5.5,0.124
592801,801260,0,1,1,10.3,3.4,11.4,0.088
592801,875110,1,1,80,45.2,27.6,37.5,7.748
592891,801366,0,1,1,13,10,5,0.07
592891,812064,1,1,10,20,12,13,0.76
592892,801367,0,1,1,10.2,2.3,12.9,0.044
592892,904605,1,1,10,15.9,14.8,23.7,0.526
592893,801368,0,1,1,13,2,10.5,0.082
592893,807376,1,1,10,11.5,23.5,14,0.918
592926,801412,0,1,1,6,6.3,17.4,0.202
592926,905227,1,1,24,26.2,19.4,37.8,5.228
592928,801415,0,1,1,37.3,21.8,6.5,1.15
592928,809415,1,1,8,58.5,39,25.4,10.1
592948,801435,0,1,1,7.8,8.7,12.3,0.166
592949,801436,0,1,1,3.8,1.8,7.4,0.012
592950,801437,0,1,1,18.8,2.9,10.2,0.094
592952,801439,0,1,1,16.4,2.5,16.9,0.02
592953,801440,0,1,1,14.5,2.2,13.2,0.03
592954,801441,0,1,1,13.4,3.7,15.3,0.058
592955,801442,0,1,1,5.6,3,10.3,0.026
592956,801443,0,1,1,32.1,3.2,13.2,0.458
592957,801444,0,1,1,24.7,4.3,14.4,0.218
592972,801471,0,1,1,13,2,10.5,0.04
592972,803981,1,1,10,23.5,14.5,11,0.54
592973,801472,0,1,1,13,10,2,0.04
592973,803762,1,1,10,24,13,15,0.54
593002,801533,0,1,1,17.5,4.1,14.5,0.65
593002,803408,1,1,20,49.5,29.5,21.5,13.804
593004,801538,0,1,1,16.5,3.3,13,0.704
593004,803409,1,1,20,49.5,29.5,21.5,14.69
593020,801560,0,1,1,59.7,59.2,18.4,8.304
593026,801566,0,1,1,48.6,17.9,59.6,7.306
593053,801594,0,1,1,16.6,2.8,11.1,0.198
593079,801626,0,1,1,22.3,5.1,11.4,0.254
593092,801640,0,1,1,7.3,1.9,11.8,0.046
593115,801669,0,1,1,41,23,9,1.566
593115,803249,1,1,5,48,25,44,8.758
593146,801714,0,1,1,17.1,7,39.7,0.436
593147,801715,0,1,1,37.7,3.8,16.1,0.54
593148,801716,0,1,1,30.3,4.7,12.9,0.376
593151,801719,0,1,1,24.1,5,16.6,0.302
593283,801873,0,1,1,17.3,2.9,21.6,0.02
593344,801937,0,1,1,15.5,3.6,22.8,0.262
593344,807724,1,1,30,50.2,26.2,37.1,8.61
593366,801968,0,1,1,11.9,4.8,35.2,1.038
593367,801969,0,1,1,11.7,4.9,35.3,1.034
593368,801970,0,1,1,11.8,4.9,35.2,1.054
593369,801972,0,1,1,12,4.8,35.4,1.03
593370,801973,0,1,1,11.8,4.8,35.1,1.036
593371,801974,0,1,1,11.8,4.8,47.4,1.034
593373,801976,0,1,1,11.7,4.9,35.2,1.044
593375,801978,0,1,1,35.3,4.8,11.7,1.038
593376,801979,0,1,1,11.8,4.8,35.3,1.026
593378,801981,0,1,1,35,5,12,1.03
593379,801982,0,1,1,12,4.8,35.3,1.04
593381,801984,0,1,1,11.8,4.9,35.1,1.036
593382,801985,0,1,1,24.4,4.5,11.7,0.572
593384,801988,0,1,1,12.1,4.5,24.6,0.566
593385,801989,0,1,1,11.7,4.4,24.8,0.584
593387,801992,0,1,1,24.7,4.5,11.7,0.572
593388,801994,0,1,1,11.8,4.5,24.8,0.566
593389,801995,0,1,1,11.7,4.5,24.6,0.572
593390,801996,0,1,1,11.8,4.4,24.4,0.572
593391,801997,0,1,1,24.7,4.5,11.7,0.576
593392,801998,0,1,1,24.6,4.5,12.6,0.57
593393,801999,0,1,1,24.7,4.5,11.7,0.586
593394,802000,0,1,1,11.7,4.6,24.6,0.574
593395,802001,0,1,1,11.6,4.6,24.7,0.566
593401,802010,0,1,1,5.4,12.8,8.6,0.168
593401,802439,1,1,20,29,17,28.5,3.718
593402,802011,0,1,1,12.6,5.6,8.3,0.162
593402,802437,1,1,20,29,17,28.5,3.718
593403,802012,0,1,1,12.3,5.5,8.1,0.166
593403,802436,1,1,20,29,17,28.5,3.718
593424,802041,0,1,1,9.9,3.7,8.4,0.162
593425,802042,0,1,1,14.1,3.7,9.9,0.162
593426,802043,0,1,1,8.3,3.6,9.9,0.166
593427,802044,0,1,1,9.9,3.7,8.3,0.156
593428,802045,0,1,1,10.7,5.6,18.8,0.192
593554,802175,0,1,1,28,22,0.5,0.205
593556,802177,0,1,1,18.3,12,18.7,0.874
593556,803037,1,1,20,59.5,37.5,38.5,17.8
593557,802178,0,1,1,14.5,0.8,4.5,0.03
593558,802179,0,1,1,8.1,0.8,4.6,0.016
593587,802209,0,1,1,22.2,6.9,16.4,0.43
593588,802210,0,1,1,14,7.3,16.7,0.38
593589,802211,0,1,1,16.7,7.4,12.2,0.394
593592,802218,0,1,1,21,3.8,16,0.106
593593,802219,0,1,1,18.7,3.2,26.3,0.102
593599,802225,0,1,1,10.7,3.1,18.7,0.1
593600,802226,0,1,1,16.8,7.2,12.3,0.254
593601,802227,0,1,1,18.5,3.2,10.7,0.078
593602,802229,0,1,1,17.2,3.1,9.1,0.048
593685,802318,0,1,1,12,18,7,0.23
593685,803026,1,1,20,49,36,41,5.22
593694,802327,0,1,1,19.5,1.5,11.5,0.077
593702,802335,0,1,1,9.9,1.7,18.1,0.046
593705,802338,0,1,1,9.9,1.4,17.9,0.044
593706,802339,0,1,1,18.3,1.5,11.3,0.048
593708,802341,0,1,1,9.9,1.4,18.1,0.046
593709,802342,0,1,1,10.4,1.5,17.9,0.046
593720,802358,0,1,1,19.5,1.5,11.5,0.077
593742,802398,0,1,1,44.4,19,18.9,4.466
593742,803932,1,1,3,57,46,21,14.34
593743,802399,0,1,1,44.2,18.9,18.8,4.438
593743,803930,1,1,3,57,46,20,14.34
593743,910127,2,2,42,120,113.5,80,216.5
593744,802400,0,1,1,19.4,19,44.4,4.948
593744,803934,1,1,3,57,46,21,15.43
593745,802401,0,1,1,44.4,19.1,19,4.778
593745,803936,1,1,3,57.6,20.7,46,16.2
593746,802402,0,1,1,25,37.7,51.2,13.508
593747,802403,0,1,1,50.1,37.4,24.5,14.612
593752,802408,0,1,1,24.4,5.2,56.4,1.382
593752,803676,1,1,10,57.7,51.1,26.3,14.704
593768,802424,0,1,1,28.3,26.4,10.9,1.108
593793,802460,0,1,1,27.1,10.3,52.4,2.502
593795,802463,0,1,1,6.5,6.7,45.4,0.456
593795,880129,1,1,36,41.2,46.9,41.3,17.542
593797,802465,0,2,1,76.2,45.4,21.4,10.254
593797,909541,2,2,15,120,123,100,165
593803,802472,0,1,1,43.9,29.3,8,1.602
593808,802477,0,1,1,35,35,10,2.952
593820,802491,0,2,1,30,50,48,17.2
593820,809126,2,3,32,100,214,120,565
593821,802492,0,2,1,40,48,49,20.5
593821,809125,2,3,24,120,206,100,524
593823,802494,0,2,1,50,52,40,22.3
593823,808198,2,3,24,100,224,120,555
594236,802910,0,1,1,14.6,0.9,4.6,0.028
594237,802911,0,1,1,8.1,0.8,4.6,0.024
594239,802915,0,1,1,18.7,4.6,10.2,0.244
594239,888567,1,1,50,52.9,25.8,39.3,12.384
594242,802918,0,1,1,38.2,31.2,12.8,4.672
594246,802923,0,1,1,38.3,26.4,21.8,1.216
594260,802937,0,1,1,21.3,5.8,42.8,1.29
594260,803675,1,1,10,57,45,25,13.93
594270,802947,0,1,1,3.4,6.8,17.7,0.9
594270,803228,1,1,10,38.2,13.5,20.2,9.188
594277,802955,0,1,1,11.5,5.6,16.5,0.312
594284,802963,0,1,1,15.2,3.7,45.5,0.844
594284,811612,1,1,4,46.5,15.5,16.5,3.696
594297,802979,0,2,1,72,46,18,9.2
594297,821335,2,3,18,120,118,100,180.6
594320,803005,0,1,1,14.4,5.4,19.1,0.196
594321,803006,0,1,1,14.6,5.5,19.2,0.224
594432,803145,0,1,1,29.2,9.1,21.1,1.008
594435,803148,0,1,1,5.9,0.8,6.6,0.1
594442,803155,0,1,1,23.1,7.1,15.7,0.328
594515,803237,0,1,1,24,15,3,0.23
594515,804390,1,1,40,46,24,30,9.87
594529,803252,0,1,1,28.5,8.5,16.5,0.926
594529,803283,1,1,10,58.5,44,19,10.334
594533,803256,0,1,1,12.1,2.1,10.2,0.022
594534,803257,0,1,1,15.1,2.3,11.7,0.034
594535,803258,0,1,1,15.3,2.3,11.8,0.062
594536,803259,0,1,1,16.8,2.5,11.8,0.086
594641,803380,0,1,1,26.1,23.7,39.9,2.076
594641,806005,1,1,4,47,39,35,9.384
594667,803414,0,1,1,28,22,0.5,0.102
594685,803437,0,1,1,47,30,10,1.542
594685,806014,1,1,4,50,47,37,7.67
594687,803439,0,1,1,13.9,4.5,14.7,0.24
594688,803441,0,1,1,8.3,8.5,33.4,0.608
594688,804394,1,1,10,37,16,33,5.17
594707,803464,0,1,1,15.3,4.4,50,0.938
594707,930678,1,1,10,22.3,33.4,52,10.122
594784,803541,0,1,1,19.8,10.8,23.7,0.63
594837,803605,0,1,1,19,9.7,28.3,0.578
594879,803650,0,1,1,10.8,3.6,21.8,0.02
594879,809810,1,1,100,40,21,19.3,2.57
594900,803685,0,1,1,14.9,17.7,30.1,1.772
594901,803686,0,1,1,16.1,17.2,34,2.044
594902,803688,0,1,1,16.2,2.6,5.1,0.044
594903,803689,0,1,1,5,2.7,16.2,0.042
594904,803690,0,1,1,5.1,2.7,16.2,0.046
594905,803691,0,1,1,20.3,2.1,8.2,0.084
594906,803692,0,1,1,8.1,2.1,20.5,0.104
594907,803693,0,1,1,35.2,8.6,24.4,0.808
594907,807871,1,1,10,51,44.4,37.8,9.308
594907,897586,2,2,120,120,148,80,122
594912,803699,0,1,1,18.5,8.9,26.6,0.504
594912,817562,1,1,20,56.4,45.9,39.1,11.514
594913,803700,0,1,1,33.4,7.6,24.5,0.858
594913,807860,1,1,10,52,35,40,8.846
594913,897651,2,2,160,120,173,80,175
594927,803717,0,1,1,24.6,2.8,24,0.208
594935,803725,0,1,1,22.8,6.8,27.6,0.876
594936,803726,0,1,1,27.2,8.9,16.7,1.53
594937,803727,0,1,1,21.6,7.6,27.2,1.228
594938,803728,0,1,1,28.9,8.1,24.9,1.7
594939,803729,0,1,1,29.9,9.4,36.4,2.502
594940,803730,0,1,1,31.2,8.4,36.5,2.796
594941,803731,0,1,1,30.5,10.5,42.4,3.542
594943,803733,0,1,1,52.7,10.7,41.1,5.784
594952,803745,0,1,1,26.2,3,9.6,0.128
594986,803790,0,1,1,33.5,23.7,5.7,0.878
594986,804043,1,1,10,49.5,35.8,31.8,9.548
595063,803880,0,1,1,17,35.4,41.1,3.758
595114,803938,0,1,1,19.5,24,10.1,0.482
595114,806406,1,1,12,42.3,47.2,32,6.422
595116,803940,0,1,1,20.8,4.8,14.2,0.19
595116,810597,1,1,40,48.1,40,31.3,8.56
595126,803950,0,1,1,22.5,12.4,32.7,1.24
595304,804155,0,1,1,19.8,10.1,29,2.506
595305,804156,0,1,1,19.8,10,29.2,2.522
595306,804159,0,2,1,44,28,39,6.5
595307,804160,0,2,1,150,118,81,165
595309,804162,0,2,1,205,118,85,217
595310,804163,0,2,1,294,155,84,233
595311,804164,0,2,1,286,171,110,479.5
595346,804202,0,1,1,10.5,9,16.3,0.224
595346,808829,1,1,20,53,34,20.5,5.28
595470,804328,0,1,1,13.1,3.3,8.4,0.034
595470,809595,1,1,10,9.4,9.9,28.4,0.44
595471,804329,0,1,1,9.2,2.9,7.7,0.03
595471,809591,1,1,10,9.1,9.9,28.4,0.444
595473,804331,0,1,1,12,6,18,0.202
595473,807429,1,1,20,50,32,21,4.562
595475,804333,0,1,1,26.1,6.8,14.8,0.29
595475,809043,1,1,30,48.4,35.8,38,9.536
595475,910117,2,2,360,120,120,80,132
595477,804335,0,1,1,8.5,5.5,7.8,0.128
595477,811788,1,1,60,33.7,28.3,29.8,8.392
595478,804336,0,1,1,37,10.7,24.7,1.458
595478,810826,1,1,6,51.4,33.8,39.2,9.854
595480,804338,0,1,1,15.9,9.1,10.7,0.214
595480,806563,1,1,24,43.9,30.1,34.3,5.922
595484,804342,0,1,1,8.4,9.2,13.3,0.184
595484,806063,1,1,48,42.5,36.9,35.8,9.582
595485,804343,0,1,1,9.3,8.7,13.5,0.224
595485,809040,1,1,40,48.2,37,30,9.674
595486,804344,0,1,1,9.3,8.8,10,0.24
595486,809036,1,1,60,50.8,37.8,30.1,11.892
595487,804345,0,1,1,22,5.1,27.3,0.492
595487,904204,1,1,10,29.7,28.5,46.2,5.636
595526,804392,0,1,1,7.8,5.4,12.2,0.17
595526,806073,1,1,20,27.5,17.5,26,3.644
595539,804406,0,1,1,10.3,2.1,19.8,0.034
595540,804407,0,1,1,19.9,1.2,10.3,0.04
595541,804408,0,1,1,19.8,1.2,10.3,0.04
595542,804409,0,1,1,19.8,1.3,10.3,0.042
595543,804410,0,1,1,19.9,1.3,10.4,0.048
595555,804422,0,1,1,6.4,1.5,15.3,0.034
595556,804423,0,1,1,18.5,6,1.5,0.038
595558,804425,0,1,1,18.5,1.5,8.7,0.042
595561,804428,0,1,1,22.2,6.4,24.9,0.284
595565,804432,0,1,1,22.2,6.5,24.9,0.324
595566,804433,0,1,1,22.2,6.5,24.8,0.248
595598,804465,0,1,1,27.6,11.3,38.9,1.022
595600,804467,0,1,1,27.9,11.9,39.4,1.022
595604,804471,0,1,1,18.5,13.8,23.9,0.25
595607,804474,0,1,1,32.6,7.6,27.3,1.094
595609,804476,0,1,1,19.2,19.6,38.3,1.234
595659,804526,0,1,1,22.2,6.5,25,0.498
595682,804549,0,1,1,24.9,6.5,22.4,0.276
595706,804573,0,1,1,24.9,6.6,22.4,0.376
595707,804574,0,1,1,23.6,5.6,33.4,0.282
596129,804996,0,1,1,24.7,7.4,22.4,0.59
597043,805916,0,1,1,41.6,8.3,32.6,1.28
597043,810592,1,1,8,67.5,34.8,44,11.212
597059,805937,0,1,1,10.2,3.4,11.3,0.088
597104,805984,0,2,1,60,22,38,6.7
597104,956873,2,2,40,120,222,100,283
597104,956874,2,2,44,120,243,100,310
597112,805994,0,1,1,9,13,4.5,0.18
597112,807971,1,1,20,38,24,18,4.07
597135,806026,0,1,1,3.4,16.4,10.5,0.202
597135,806972,1,1,4,18,14,12,0.948
597136,806027,0,1,1,14.5,3.4,10.5,0.206
597136,806974,1,1,4,18.3,12.6,14.3,0.976
597137,806028,0,1,1,10.5,4.3,14.7,0.302
597137,806976,1,1,4,17.6,12.6,18.1,1.372
597138,806029,0,1,1,9.1,14.7,10.5,0.306
597138,806979,1,1,4,18,17.5,12,1.388
597143,806034,0,1,1,16.5,3,9.4,0.056
597144,806035,0,1,1,16.5,3.2,9.4,0.056
597166,806060,0,1,1,12.7,14.2,23.7,0.774
597186,806084,0,1,1,12.7,12.7,34.4,0.71
597221,806122,0,1,1,44.5,21,19,1.454
597224,806125,0,1,1,11.9,4.6,17.4,0.138
597337,806238,0,1,1,55.5,53,21.5,11.788
597356,806259,0,1,1,1,1,1,0.001
597413,806317,0,1,1,14.3,3.7,16.4,0.62
597413,811571,1,1,20,50,29.5,22.5,13.412
597438,806350,0,1,1,42.7,34.3,19.2,3.976
597458,806370,0,1,1,31,8.8,34,0.206
597484,806420,0,1,1,22.8,3.9,16,1.714
597489,806425,0,1,1,7.6,13.7,7.9,0.268
597491,806427,0,1,1,16.8,6.7,19.3,0.528
597494,806430,0,1,1,5.3,1.1,20.8,0.01
597540,806482,0,1,1,19.7,10.1,22.8,0.498
597540,810593,1,1,12,32.2,47.2,43.9,6.558
597541,806483,0,1,1,22.8,11,26.3,0.582
597541,810598,1,1,12,54,44,33.5,7.9
597552,806495,0,1,1,11.7,1.6,20.3,0.064
597552,808118,1,1,10,21.5,14,12.5,0.739
597580,806523,0,1,1,6.8,21.6,7.2,0.156
597582,806525,0,1,1,19,1.9,15.7,0.062
597582,807186,1,1,10,10.1,22,14.6,0.752
597585,806531,0,1,1,15.6,1.9,6.7,0.036
597585,807187,1,1,10,14.6,10,25.3,0.472
597619,806566,0,1,1,9.9,0.8,13.2,0.016
597620,806567,0,1,1,13.1,0.8,10,0.018
597621,806568,0,1,1,13.1,0.8,10,0.018
597621,875212,1,1,50,28.4,14.9,11.1,1.046
597622,806569,0,1,1,13.1,0.8,10,0.018
597632,806579,0,1,1,22.6,6.4,13.7,0.224
597632,807795,1,1,24,44.9,30,41.6,6.1
597633,806580,0,1,1,14,5.1,9.3,0.144
597638,806585,0,1,1,58.8,15.4,39,0.9
597638,809155,1,1,5,59.8,38.4,51.4,5.876
597644,806591,0,1,1,39.3,3.4,25.1,0.37
597644,809153,1,1,25,39.9,29.9,52.7,10.232
597645,806592,0,1,1,11.5,7.7,21.3,0.422
597646,806593,0,1,1,28.3,3.8,43.1,0.502
597647,806594,0,1,1,8.7,8.8,33.1,0.61
597647,809124,1,1,10,37,17,33,5.156
597661,806608,0,1,1,25.4,4.6,17,0.464
597718,806679,0,1,1,16,1.5,18.7,0.084
597722,806683,0,1,1,16.1,2.1,24.5,0.102
597734,806700,0,1,1,13.7,2.3,13.3,0.04
597734,806915,1,1,100,42,35,36,5.5
597735,806701,0,1,1,17,2.8,15.8,0.07
597735,806938,1,1,100,44.2,23,37.4,6.462
597736,806702,0,1,1,15.7,5.2,18.3,0.11
597736,806956,1,1,50,46,21.3,35.9,5.24
597738,806704,0,1,1,9.8,3,18.2,0.152
597739,806705,0,1,1,16,2.1,23.8,0.102
597759,806727,0,1,1,12.4,2.7,16.1,0.05
597759,807451,1,1,100,50,28,28,6.07
