Product,RowId,Unit,PackageType,ContentQty,X,Y,Z,Weight
875,164152,0,1,1,18.9,8.5,9.2,0.488
875,218244,1,1,20,45,22,43,9.24
875,705500,1,1,20,47.4,22.6,38.1,10.582
876,164153,0,1,1,10.7,4.3,18.7,0.106
1681,164958,0,1,1,23.7,19.3,27.6,1.884
1681,218253,1,1,4,20,23,40,8
2252,165529,0,1,1,30.6,1.9,21.9,0.576
2252,556852,1,1,20,46,19,32,12.15
2309,165586,0,1,1,31.1,2.2,43.8,1.262
2314,165591,0,1,1,67,12,12,3.32
2319,165596,0,1,1,43.3,1.7,31.3,1.046
2319,554213,1,1,10,45,17,33,10.88
2321,165598,0,1,1,49.6,1.6,34.4,1.31
2321,547966,1,1,10,51,16,36,13.75
2323,165600,0,1,1,21.9,0.9,30.2,0.42
2323,549862,1,1,20,32,19,24,8.88
2324,165601,0,1,1,31.5,1.6,43.5,1.038
2326,165603,0,1,1,34,9.5,9.5,1.21
2328,165605,0,1,1,30.9,2,22.2,0.75
2328,522753,1,1,20,47,20,33,15.4
12045,175322,0,1,1,12.7,2,20,0.098
12045,550922,1,1,100,39,28,34,10.04
13059,176336,0,1,1,8.8,2,7.5,0.032
13264,176541,0,1,1,7.7,3.4,49.3,0.152
13264,483399,1,1,50,51,32,48,8.75
13549,176826,0,1,1,22.1,2,31.1,0.748
13549,523287,1,1,20,46,20,32,15.7
13555,176832,0,1,1,31.1,2.3,43.5,1.494
13555,549861,1,1,10,46,25,33,16.4
13629,176906,0,1,1,7.9,1.1,10,0.01
13629,218528,1,1,200,46,14,27,2.09
13631,176908,0,1,1,11.9,1.1,11.4,0.01
13631,218530,1,1,200,48,15,27,0.7
13634,176911,0,1,1,7.1,2.7,13.1,0.04
13635,176912,0,1,1,4.8,3.4,12.8,0.034
13635,254120,1,2,10,16,10,12,0
13635,218533,1,1,240,52,34,33,9.82
13640,176917,0,1,1,13.8,3.3,8,0.05
13640,218538,1,1,120,50,36,29,7.4
13642,176919,0,1,1,13.9,3.2,8,0.052
13642,218540,1,1,120,49.8,36,30.2,7.762
13684,176961,0,1,1,7.9,3.4,49.4,0.158
13684,234936,1,1,50,51,49,32,9.05
13689,176966,0,1,1,14.9,4,52.8,0.424
13689,523295,1,1,30,54,47,36,13.3
13836,177113,0,1,1,34,1,22.8,0.284
13836,551194,1,1,50,35,33,24,14.56
13942,177219,0,1,1,10.7,3.2,15.9,0.08
13942,526485,1,1,80,45,28,31,6.83
13950,177227,0,1,1,52.7,3.7,12.9,0.372
13950,554176,1,1,20,54,28,37,8.38
14278,177555,0,1,1,22.2,0.7,30.8,0.16
14864,178141,0,1,1,35,6,10,0.5
15564,178841,0,1,1,11.6,1.5,8.9,0.014
15564,566738,1,1,500,40,23,31,6.6
17641,180918,0,1,1,14.5,4.3,19,0.206
17641,218666,1,1,80,45.6,26.9,33.3,17.244
18666,181943,0,1,1,12.5,5.3,14.4,0.498
18666,219530,1,1,10,54,15,16,6.02
18668,181945,0,1,1,10.8,13,15,0.846
18668,240913,1,2,10,55,27,15.5,4
18668,233666,2,3,300,80,200,120,0
22952,186229,0,1,1,15.7,2.9,11.7,0.146
22952,218966,1,1,40,48,15,28,6.25
22969,186246,0,1,1,12,3,16,0.13
22969,218972,1,1,40,48,15,29,5.54
23020,186297,0,1,1,11.6,3.9,11.4,0.068
23020,218989,1,1,60,59,25,17,4.8
23025,186302,0,1,1,12,4,12,0.08
23025,218990,1,1,60,59,26,17,4.95
23117,186394,0,1,1,12.4,19.5,34.7,1.016
23117,229880,2,3,50,120,200,80,850
23117,219593,2,1,100,80,200,120,0.115
23285,186562,0,1,1,2.8,7.1,8.6,0.03
23285,705873,1,1,12,17.1,9.4,14.5,0.412
23289,186566,0,1,1,7,2.8,8.6,0.032
23289,794188,1,1,12,16.5,14,9,0.43
23292,186569,0,1,1,14.4,4.1,50.9,0.384
23293,186570,0,1,1,58.3,5.4,11.9,0.53
23293,547893,1,1,12,56,37,23,7.14
23683,186960,0,1,1,23.4,0.9,31.7,0.224
23683,219000,1,2,10,24,11,34,0
24213,187490,0,1,1,12.5,3.9,14.4,0.144
24213,549683,1,1,40,52,22,22,6.66
24387,187664,0,1,1,11,11,66,2.95
24445,187722,0,1,1,64.2,11,11.3,2.712
24446,187723,0,1,1,94.8,10.9,11.3,3.93
24448,187725,0,1,1,66.1,13.7,14.3,3.284
24620,187897,0,1,1,28,8,15,0.7
24620,522636,1,1,10,31,44,30,7.4
24621,187898,0,1,1,28,7.5,15,1.15
24621,547882,1,1,10,32,45,30,7.4
24646,187923,0,1,1,32,17,21,1
27271,190548,0,1,1,42,24.4,19.5,6.246
27271,223850,2,3,60,120,200,80,850
27271,219631,2,3,90,80,200,120,0
27274,190551,0,2,1,41,23.5,18.5,7
27274,369387,2,2,60,100,200,120,420
27274,220885,2,3,74,120,200,80,1000
27274,229940,2,3,100,120,200,80,850
27274,219632,2,3,120,80,200,120,0
27374,190651,0,1,1,21.7,9.1,17.8,2.366
27376,190653,0,1,1,18.7,13.7,21.9,4.062
27377,190654,0,1,1,21.2,18.1,23,4.632
27378,190655,0,1,1,27.6,20,31.9,8.284
27379,190656,0,2,1,29,27,27,13.56
53872,220157,0,1,1,19.6,11.7,13.1,0.356
53873,220158,0,1,1,13.1,11.6,19.8,0.394
54139,220480,0,1,1,9.6,3.6,10.5,0.062
54402,220798,0,1,1,13.9,9.6,13.9,0.804
54402,237556,1,1,4,59,12,16,3.62
54636,221137,0,1,1,13,10.7,15,0.848
54636,240814,1,1,10,55,28,16,9
56176,222830,0,1,1,8,1.2,11.4,0.01
56297,222989,0,1,1,13.9,6.1,39,0.34
56379,223076,0,1,1,43.4,2.3,31,1.562
56379,749491,1,1,1,43.5,2.3,31.2,1.554
57237,224094,0,1,1,8.9,1.3,11.9,0.01
57237,554384,1,1,400,39.5,26.5,29.5,5
57434,224307,0,1,1,8.5,3.9,31.7,0.132
57434,554181,1,1,60,48,45,38,8.7
57435,224310,0,1,1,34,10,10,1.21
57435,526497,1,1,10,50,37,20,12.7
57441,224316,0,1,1,22.3,9.7,9.8,0.798
57441,524523,1,1,10,50,25,21,8.53
57443,224318,0,1,1,31.1,2.1,22.3,0.686
57443,549680,1,1,20,47,20,33,14.5
57624,224540,0,1,1,33.7,22.4,30.3,3.846
57624,250449,2,3,80,80,200,120,0
57632,224548,0,1,1,30.4,22.4,33.4,3.634
57632,240164,2,3,20,80,200,120,0
61816,229110,0,1,1,27.6,18.5,21.6,4.728
61816,547644,1,1,4,44,37,29,19.6
62291,229595,0,1,1,66.1,12.8,12.6,3.782
62291,722512,1,1,4,67.5,26,28,15.754
62313,229618,0,1,1,10.2,10.2,30.5,0.46
62654,230028,0,1,1,35.4,13.6,11,0.89
62654,240369,2,3,168,120,109,80,151.2
63235,230706,0,1,1,15.4,2.6,22.3,0.126
65332,232961,0,1,1,30,0.5,21,0.2
65342,232972,0,1,1,32.4,3.7,8.3,0.13
65342,483918,1,1,100,61.8,44.9,37.3,14.774
66908,234792,0,1,1,48.3,3.7,8.2,0.198
66908,523296,1,1,50,50.5,45.3,38.8,11.332
67325,235294,0,1,1,16.4,3.6,8.3,0.06
67325,523093,1,1,80,41,35,37,6.2
67686,235824,0,1,1,29,10,20,0.5
68405,236617,0,1,1,14.1,3.4,11.4,0.056
68405,522757,1,1,8,53,16,37,3.37
69580,237999,0,1,1,11.1,3.3,14.2,0.056
69580,810039,1,1,8,26,14,12,0.516
69582,238001,0,1,1,11.3,3.1,14.2,0.054
69582,549848,1,1,8,26,15,12,0.51
69583,238002,0,1,1,14.1,3.2,11.3,0.056
69583,556830,1,1,8,26,15,12,0.51
69584,238003,0,1,1,11.1,3.2,14.2,0.054
69584,550037,1,1,8,26,15,12,0.51
69585,238004,0,1,1,11,3.2,14.2,0.056
69585,545104,1,1,8,26,15,12,0.51
69586,238005,0,1,1,14.1,3.2,11.3,0.056
69586,545102,1,1,8,26,15,12,0.51
70770,239258,0,1,1,54.5,8.8,20.9,1.46
70771,239259,0,1,1,20.7,12.9,23.9,1.052
70772,239260,0,1,1,54.2,13.4,20.6,1.604
70773,239261,0,2,1,105,25,25,5
70774,239262,0,2,1,205,17,17,8
70864,239371,0,1,1,9.6,2.8,6.6,0.03
70864,538779,1,1,120,31,30,30,4.65
71609,240199,0,1,1,21.6,5.8,39.3,3.35
71697,240310,0,1,1,9,2.8,7.1,0.032
71697,807523,1,1,12,14.5,9.7,17.3,0.43
72296,241178,0,1,1,13.9,5.6,13.9,0.448
72296,484073,1,1,8,59,12,15,4.01
72535,241488,0,1,1,15.2,66,15.2,4.353
73139,242125,0,1,1,11.9,4.3,7.5,0.048
81839,250913,0,1,1,13.9,3.5,14.7,0.03
81839,558343,1,1,250,46,25,30,7.95
81840,250914,0,1,1,15.5,3.6,20,0.06
81840,483494,1,1,100,47,26,30,7.3
81841,250915,0,1,1,19.1,4,26.1,0.096
81841,484134,1,1,60,47,25,30,8
81842,250916,0,1,1,14.8,5.2,19.4,0.196
81842,524323,1,1,50,48.5,30.3,34.6,10.306
81844,250918,0,1,1,12.7,4.1,11.7,0.04
81846,250920,0,1,1,12,4.6,16.4,0.154
81846,560904,1,1,100,50,26,36,15.45
81847,250921,0,1,1,6.8,2,10,0.008
81847,705516,1,1,100,26,12,17,1.02
81877,250958,0,1,1,8.2,3.8,32.4,0.126
81877,526889,1,1,100,60,42,36,13.69
81878,250959,0,1,1,8.2,3.7,48.2,0.196
81878,551007,1,1,40,50,42,35,8.6
82298,251423,0,2,1,42,19,24,7
82298,253854,2,2,60,100,200,120,420
82439,251572,0,2,1,62,180,63,68
82440,251573,0,2,1,83,187,61,80
82443,251576,0,2,1,62,210,62,73
82444,251577,0,2,1,86,212.2,64,50
82445,251578,0,2,1,60,210,61,72
82446,251579,0,2,1,85,225,65,87.4
82458,251591,0,1,1,48.3,7.2,13.4,0.982
82459,251592,0,1,1,5.3,2.5,48.4,0.292
82460,251593,0,1,1,49.4,6.5,9.9,0.446
82460,522886,1,1,25,50,45,27,12.45
82514,251647,0,1,1,38.9,17.2,12.1,1.014
82514,595723,2,1,120,120,115,80,126
82653,251791,0,1,1,38.8,17.2,12.3,1.02
87309,256518,0,1,1,20.2,17.4,18,2.288
87591,256806,0,1,1,32.7,3.2,25.8,0.322
87591,483646,1,1,6,33.9,12.4,28.3,2.128
87592,256807,0,1,1,32.8,3.1,25.8,0.322
87592,486472,1,1,6,28.6,12.6,34.1,2.128
87703,256920,0,1,1,19,1.6,13.6,0.092
87703,551054,1,1,6,20.9,15.1,10.5,0.606
87958,257178,0,2,1,26,32,51,9.7
87959,257179,0,2,1,26,32,51,15
88009,257234,0,1,1,11.2,3.2,14.3,0.048
88009,550999,1,1,8,26,15,12,0.5
88084,257315,0,1,1,13.1,11.6,19.7,0.286
88086,257317,0,1,1,22.6,13,14.7,0.598
88625,257867,0,1,1,8.8,0.5,6.4,0.006
89759,259005,0,1,1,39.8,10.1,11.8,0.612
89759,723451,1,1,20,48,41,53.5,13.26
89876,259139,0,1,1,22.2,13,15,0.596
89876,531722,1,1,20,60,46,49,16.7
90166,259494,0,1,1,4.9,3.1,11.6,0.01
90464,259794,0,1,1,11.7,4,11.5,0.052
90464,484178,1,1,60,58.9,17.6,20.2,3.436
90465,259795,0,1,1,12.9,4.1,26.3,0.06
90465,483553,1,1,60,59,17,20,3.9
91000,260330,0,1,1,13.8,3.2,13.9,0.2
91000,484647,1,1,20,58.6,16.6,15.8,4.32
91001,260331,0,1,1,13.8,3.2,13.9,0.206
91001,486158,1,1,20,58.4,16.6,15.9,4.352
91002,260332,0,1,1,12.8,5.5,14.6,0.42
91002,486052,1,1,20,56,28,16,9.67
91443,260800,0,1,1,13.8,9.6,14,0.84
91443,484062,1,1,4,58,12,16,3.7
92341,261698,0,2,1,47,16,31,5
92533,261895,0,1,1,10.2,10.2,30.5,0.46
92751,262120,0,1,1,10.7,13.2,15,0.85
92751,483391,1,1,10,55,27,16,8.49
93300,262675,0,1,1,13.9,9.6,13.9,0.85
93300,485153,1,1,4,59,12,16,3.74
93785,263161,0,1,1,13.9,5.6,13.9,0.456
93785,486108,1,1,8,60,15,15,4.2
94544,263928,0,2,1,59,17,49,10
94980,264364,0,1,1,14.5,3.3,12.8,0.096
94980,559788,1,1,200,40.5,28,40,21.2
95489,264874,0,1,1,21.7,9.3,17.9,2.806
96272,265657,0,1,1,11.6,3.9,11.4,0.054
96272,523191,1,1,60,59,17,20,3.65
96564,265949,0,1,1,14.8,13.3,10.8,0.868
96564,620254,1,1,10,55,27,16,8.49
96914,266299,0,1,1,4.3,2.2,6.9,0.044
97079,266464,0,1,1,13.8,5.6,13.9,0.42
97079,484648,1,1,8,15.6,12.7,59,3.6
97289,266674,0,1,1,11,3.3,14.2,0.058
97289,911160,1,1,8,26.2,14.8,12.1,0.518
97438,266823,0,1,1,11,3.4,14.2,0.054
97439,266824,0,1,1,11.3,3.3,14.2,0.058
97439,550254,1,1,8,26,15,12,0.51
97440,266825,0,1,1,11.1,3.3,14.3,0.056
97440,798512,1,1,8,26,12,14.5,0.508
97441,266826,0,1,1,11.2,3.3,14.1,0.062
97441,551014,1,1,8,26,15,12,0.5
97442,266827,0,1,1,14.2,3.1,11.1,0.058
97442,549847,1,1,8,26,5,12,0.51
97443,266828,0,1,1,11.1,3.4,14.2,0.056
97445,266830,0,1,1,11.1,3.4,14.1,0.056
97490,266875,0,1,1,38,4.6,12.8,0.484
97490,483463,1,1,20,61,32,43,10.32
97502,266887,0,1,1,10.5,2.2,15.7,0.29
97502,549858,1,1,10,12.6,17.5,22.6,3.064
97504,266889,0,1,1,30.4,1,21.8,0.41
97504,551233,1,1,25,32,23,23,10.9
97507,266892,0,1,1,11.3,3.7,35.7,0.048
97507,593013,1,1,8,26,14.5,12,0.46
97507,480996,1,1,48,53,16,37,3.12
99218,268613,0,1,1,13.8,4.1,15.2,0.126
99218,526918,1,1,12,29,17,22,1.8
101229,270629,0,1,1,11.6,3.9,11.4,0.05
101229,531729,1,1,60,59.8,17.4,20.7,3.276
101230,270630,0,1,1,11.3,3.9,11.7,0.05
101230,545690,1,1,60,20.1,17.6,59.5,3.408
101235,270635,0,1,1,64,15,15,4.96
101336,270736,0,1,1,22.2,0.9,24.4,0.016
101813,271213,0,1,1,5.8,1.7,8.1,0.032
101813,781030,1,1,125,20.6,11.4,18,4.286
101834,271234,0,1,1,22.6,13,14.6,0.722
102297,271697,0,1,1,16.3,2.5,20,0.034
102298,271698,0,1,1,17.6,3.6,17.4,0.046
102299,271699,0,1,1,18.1,2,17.1,0.042
102302,271702,0,1,1,18.7,2.4,19.6,0.034
102303,271703,0,1,1,17,1.4,17,0.053
102305,271705,0,1,1,20,1,14,0.1
102307,271707,0,1,1,17,0.9,16,0.039
102308,271708,0,1,1,17,1.1,17,0.048
102892,272292,0,1,1,15,4,11,0.2
103138,272538,0,1,1,39.8,8.4,27.9,2.918
103139,272539,0,1,1,51,12,39,2.5
103227,272627,0,1,1,41.6,39.8,24.9,11.186
103227,486220,1,1,2,46,39,40,20.4
103826,273226,0,1,1,18.6,2.1,6.9,0.098
103827,273227,0,1,1,7,2.8,30.1,0.166
103907,273307,0,1,1,22.7,11.6,28.6,5.276
104005,273405,0,1,1,0.9,2,1,0.004
104717,274117,0,1,1,26.6,1.2,27.7,0.134
104717,566342,1,1,6,30,28,4,0.894
104718,274118,0,1,1,26.7,1.2,27.7,0.14
104718,699738,1,1,6,28.4,4.4,29.2,0.934
104720,274120,0,1,1,27.8,1,26.8,0.142
104936,274336,0,1,1,20,50,33,2
104936,601731,2,1,27,120,112,80,95.72
105204,274604,0,1,1,19.6,2.1,16.9,0.038
105745,275145,0,1,1,21.2,1.9,17.6,0.024
105746,275146,0,1,1,9.8,2.7,6.4,0.052
105879,275279,0,1,1,17.6,2.7,18.6,0.032
105880,275280,0,1,1,18.9,2.7,17.4,0.056
106133,275533,0,1,1,13.1,2.2,18.3,0.408
106133,516419,1,1,10,22,20,16,4.45
106136,275536,0,1,1,10.6,1.1,15.7,0.11
106412,275812,0,1,1,28.7,11.8,22.7,5.068
106728,276128,0,1,1,5.5,1.6,7.5,0.03
106730,276130,0,1,1,6.5,1.7,8.1,0.032
106735,276135,0,1,1,8.7,3.2,8.7,0.07
106749,276149,0,1,1,14.9,1.3,6.3,0.004
106750,276150,0,1,1,5,2.2,12.6,0.012
106763,276163,0,1,1,9.3,0.7,12.5,0.022
106833,276233,0,1,1,57.4,10.7,44.7,4.148
107301,276702,0,1,1,21.5,2.1,16.6,0.028
107640,277041,0,1,1,23.4,19,42.1,4.732
108019,277420,0,1,1,4.2,23.4,14.7,1.364
108023,277424,0,1,1,30.5,7.3,11.2,0.558
108023,478029,1,1,4,31,16,24,2.11
108026,277427,0,1,1,37.2,23.7,14.8,1.344
108026,547758,1,1,5,75,24,38,7.24
108310,277711,0,1,1,3.8,59.4,9.9,0.74
108328,277729,0,1,1,52.9,10.7,25.4,1.698
110189,279590,0,1,1,23.5,35.2,38,9.14
110189,486355,1,1,2,45,35,38,18.85
110189,897628,2,2,24,120,122.5,80,240
111654,281056,0,1,1,27.1,10,35.2,2.384
111654,548083,1,1,8,56,41,37,19.73
111659,281061,0,1,1,11.3,2.8,11,0.208
111659,750672,1,1,5,15,12,12,1.068
112021,281423,0,1,1,48,10.5,12,0.932
112022,281424,0,1,1,48.3,10.4,11.7,0.87
112023,281425,0,1,1,48.1,10.2,11.4,0.916
112024,281426,0,1,1,48.2,10.3,11.5,0.926
112040,281442,0,1,1,12,4.6,15.3,0.152
112422,281824,0,1,1,14.6,3.6,7.8,0.046
112422,525697,1,1,72,45,27,24,4.3
112423,281825,0,1,1,7.7,3.6,14.6,0.046
112423,522720,1,1,72,45,26,24,4.4
112424,281826,0,1,1,14.6,3.6,7.8,0.046
112424,522717,1,1,72,45,26,24,4.3
112425,281827,0,1,1,7.8,3.7,14.8,0.052
112425,538782,1,1,72,45,26,24,6.7
112429,281831,0,1,1,14.6,3.6,7.8,0.044
112429,538789,1,1,72,45,26,24,4.3
112430,281832,0,1,1,7.8,3.6,14.6,0.046
112430,551163,1,1,72,45,26,24,4.3
112439,281841,0,1,1,7.8,3.5,14.8,0.068
112439,525704,1,1,72,38,34,22,5.8
112465,281867,0,1,1,34.9,19.5,14.4,1.052
112465,525680,2,1,90,120,110,78,110
112466,281868,0,1,1,35.5,13.4,10.7,0.87
112467,281869,0,1,1,10.1,3.4,14,0.048
112467,548190,1,1,72,46.4,21.7,33.8,4.446
112468,281870,0,1,1,10.1,3.3,14,0.046
112468,479049,1,1,72,46.5,21.8,33.3,4.1
112469,281871,0,1,1,10,3.4,14,0.048
112469,478543,1,1,72,46.9,22.3,33.7,4.442
112470,281872,0,1,1,10,3.3,14,0.048
112470,479050,1,1,72,46.5,21.8,33.3,4.1
112471,281873,0,1,1,13.9,3.4,10.2,0.068
112471,479051,1,1,72,44.9,23.4,32.6,5.7
112472,281874,0,1,1,13.8,5.3,8.3,0.074
112472,486381,1,1,96,43.4,36,32.8,8.5
112475,281877,0,1,1,8.4,5.5,14,0.072
112475,522715,1,1,96,43.4,36,32.8,8.5
112476,281878,0,1,1,13.8,5.7,8.4,0.078
112476,479044,1,1,96,43.4,36,32.8,9.2
112486,281888,0,1,1,31,3,22.2,1.368
112486,548386,1,1,10,32,29,24,14.2
112487,281889,0,1,1,33.4,25,24,0.452
112487,548384,1,1,25,35,29,25,11.7
112488,281890,0,1,1,33.1,0.9,43.8,0.5
112488,525711,1,1,20,45.9,12.7,35.8,10.586
113365,282767,0,1,1,11.4,19.5,41.2,0.958
113367,282769,0,1,1,11.2,19.5,41.1,0.938
113370,282772,0,1,1,12.5,20,39.1,1.274
113379,282781,0,1,1,13.9,3.4,10.1,0.048
113379,538332,1,1,72,46.5,21.8,33.3,4.1
113380,282782,0,1,1,13.9,3.2,10.2,0.046
113380,525706,1,1,72,46.5,21.8,33.3,4.1
113416,282818,0,1,1,13.9,13.4,44,0.87
113416,525685,2,1,168,119,107,80,163.2
113418,282820,0,1,1,34.5,19.3,12.3,1.056
113424,282826,0,1,1,19.5,1.9,16.4,0.042
113441,282843,0,1,1,11,4.4,17.9,0.346
113441,550718,1,1,20,26.2,22,24.1,7.19
113442,282844,0,1,1,21.9,2.7,30.9,1.322
113442,483942,1,1,10,32.5,26.8,24.1,13.694
113450,282852,0,1,1,22.5,1.8,31,0.646
113450,548383,1,1,20,24.5,32,31,12.6
113537,282939,0,1,1,14.1,4.7,19.2,0.176
113538,282940,0,1,1,11.3,2.7,14.2,0.044
113538,522618,1,1,60,53,16,37,3.17
113539,282941,0,1,1,11.1,2.7,14.2,0.048
113539,545106,1,1,10,26,15,12,0.47
113540,282942,0,1,1,11.1,2.8,14.2,0.046
113540,556838,1,1,10,26,15,12,0.47
113541,282943,0,1,1,14.1,2.8,11.1,0.046
113541,516473,1,1,10,26,15,12,0.47
113542,282944,0,1,1,11.1,2.7,14.2,0.046
113542,556837,1,1,10,26,15,12,0.47
113543,282945,0,1,1,11.1,2.7,14.2,0.046
113543,545090,1,1,10,26,15,12,0.47
113544,282946,0,1,1,14.1,6.2,19.2,0.218
113544,486435,1,1,6,37,15,20,1.35
113817,283219,0,1,1,13,3.5,12.2,0.114
113817,484074,1,1,90,47,29,42,12.6
114075,283477,0,1,1,52.9,20.4,16.6,2.37
114076,283478,0,1,1,16.4,21,52.9,2.466
114077,283479,0,1,1,52.8,20.5,16.5,2.364
114078,283480,0,1,1,52.9,20.4,16.4,2.374
114079,283481,0,1,1,48.2,21.2,46.5,4.882
114080,283482,0,1,1,51.5,14.5,22.1,3.728
114081,283483,0,1,1,11.1,16,57.9,0.724
114353,283755,0,1,1,36.7,34.8,22.6,9.334
114353,485079,1,1,2,42,36,36,20
114555,283957,0,1,1,51.4,5.8,10.6,0.636
117940,287343,0,1,1,18.1,2.1,7,0.032
117940,483030,1,1,10,22.3,15.8,10.3,0.39
118547,287950,0,1,1,19,4.8,14.6,0.156
118566,287969,0,1,1,14.7,5.3,19.3,0.176
118570,287973,0,1,1,19,4.3,14.8,0.18
118584,287987,0,1,1,26.7,0.9,27.8,0.184
118584,699741,1,1,6,29.3,5.4,37.2,1.178
118686,288089,0,1,1,17.2,3,19.5,0.062
119682,289085,0,1,1,8,4.7,15.1,0.178
119682,544572,1,1,24,38,16,18,4.66
119684,289087,0,1,1,13.4,3.6,8.1,0.18
119684,544573,1,1,24,38,16,18,4.68
119685,289088,0,1,1,8.2,4.6,19.5,0.182
119685,567534,1,1,24,37,16,18,4.7
119686,289089,0,1,1,8.2,5.3,16.6,0.18
119686,544574,1,1,24,38,16,18,4.67
119687,289090,0,1,1,8.1,5.1,16,0.178
119687,567535,1,1,24,38,16,18,4.64
119828,289231,0,1,1,10.6,5.9,51.9,0.706
119828,522870,1,1,20,53,31,43,15.4
120732,290135,0,1,1,31.5,1.8,22.7,0.484
120801,290204,0,1,1,12.5,3.6,18.3,0.438
120801,548472,1,1,10,35.4,14.9,19.6,4.52
120831,290234,0,1,1,3.4,1.9,6.8,0.03
121090,290493,0,1,1,12.8,2.2,16.2,0.05
121090,566758,1,1,200,40,23,30.5,9.1
121311,290714,0,1,1,21.9,13.1,28.6,3.216
121333,290736,0,1,1,16,4.3,20.3,0.046
121333,524319,1,1,200,47,30,30,10.25
122268,291671,0,1,1,17.5,6.6,25.4,0.08
122269,291672,0,1,1,12.5,6.3,17.7,0.072
122270,291673,0,1,1,1.8,2.9,10.4,0.078
122630,292033,0,1,1,12.9,4.3,20.4,0.238
122631,292034,0,1,1,21,5,14,0.25
122633,292036,0,1,1,20,4.5,13,0.4
122635,292038,0,1,1,21,4,13,0.25
122636,292039,0,1,1,17,12,4,0.2
122637,292040,0,1,1,21,5,14,0.25
122666,292069,0,2,1,45,42,65,10
122816,292219,0,2,1,84,220,82,50
122954,292357,0,1,1,9.9,2.5,11,0.066
123046,292449,0,1,1,49,20,38,0.86
123048,292451,0,1,1,20.6,11.2,56.5,1.848
123076,292479,0,1,1,1.9,1.5,20.8,0.01
123077,292480,0,1,1,1.9,1,1,0.002
123079,292482,0,1,1,3,1.4,3,0.006
123080,292483,0,1,1,3.1,1.5,3,0.004
123082,292485,0,1,1,1,1.1,2.5,0.004
123120,292523,0,1,1,26.5,3,10.5,0.29
123121,292524,0,1,1,10.4,3,26.4,0.332
123122,292525,0,1,1,12.8,2.4,26.5,0.396
123122,745184,1,1,4,28,12,13.5,1.7
123123,292526,0,1,1,6.3,2.7,20.7,0.06
123124,292527,0,1,1,8.4,3.3,24.9,0.142
123126,292529,0,1,1,53.2,5.9,10.7,0.728
123126,524550,1,1,20,53,31,43,15.5
123127,292530,0,1,1,61.3,5.1,14.3,1.71
123127,486436,1,1,10,52,27,33,20.54
123128,292531,0,1,1,14.7,2.9,9.7,0.038
123128,544568,1,1,25,27.5,8.1,16,0.964
123129,292532,0,1,1,9.8,3.4,7.3,0.048
123129,544567,1,1,25,33.1,7.9,16.4,1.294
123544,292947,0,1,1,16.6,7.2,18.8,0.98
123544,522887,1,1,10,40,23,22,13.3
123545,292948,0,1,1,18.3,7.3,17.6,1.182
123545,522888,1,1,10,43,21.2,39.6,12.788
123546,292949,0,1,1,30.3,9.5,30.5,3.088
123546,526822,1,1,5,52.1,33.7,37.8,15.78
123547,292950,0,1,1,42.8,24.7,40.4,13.54
123547,531637,1,1,2,47,43,43,28.12
123803,293206,0,2,1,66,90,66,50
124084,293487,0,2,1,80,85,62,46
124322,293725,0,1,1,8.9,4.9,9.1,0.164
124322,550201,1,1,100,47,27,37,17.45
124411,293814,0,1,1,19.4,6.3,18.8,0.528
124411,523263,1,1,20,47,30,31,11.95
124456,293859,0,1,1,19.6,3.5,29.1,0.56
124458,293861,0,1,1,23.5,8.4,19.7,0.684
124458,727325,1,1,15,46,30,25,12.5
124459,293862,0,1,1,20,7.4,22.2,0.912
124460,293863,0,1,1,24.2,10.8,27.5,1.432
124572,293975,0,1,1,36.8,35.5,23.2,9.838
124572,524341,2,1,45,107,118,117,462.19
124780,294183,0,1,1,30.1,8,24.1,1.236
124780,744290,1,1,6,46,33,24,7.81
124781,294184,0,1,1,20.9,7,20,1.556
124786,294189,0,1,1,15.3,3.5,9.8,0.062
124787,294190,0,1,1,16,2.4,9.6,0.09
124788,294191,0,1,1,9.4,4.4,15.1,0.088
124848,294251,0,1,1,49.6,2,5.5,0.28
124849,294252,0,1,1,12.8,2.6,8.5,0.01
124849,550205,1,1,100,25.3,12.6,15.3,0.57
124850,294253,0,1,1,6.6,2.5,11.1,0.008
124851,294254,0,1,1,9.7,2.2,12.7,0.006
124852,294255,0,1,1,9.5,2.2,11.7,0.01
124943,294346,0,1,1,13.7,2.6,16.8,0.01
124943,524551,1,1,200,39.5,27.5,28.5,4.54
124955,294358,0,1,1,18.4,5.4,22.4,0.284
124955,531636,1,1,40,47,30,31,12.1
124959,294362,0,1,1,17.6,2.7,23.8,0.018
124960,294363,0,1,1,16.1,1.8,17.7,0.026
124961,294364,0,1,1,14,3.5,14.2,0.046
124962,294365,0,1,1,14.6,2.7,16,0.058
124963,294366,0,1,1,20.9,3.3,25.7,0.102
124964,294367,0,1,1,24.2,3.4,30.1,0.144
124964,723121,1,1,60,46,30.5,25,8.892
124965,294368,0,1,1,19,3.8,22.8,0.196
124966,294369,0,1,1,15.9,5.8,17.9,0.266
124966,544382,1,1,100,46,21,30,8
124967,294370,0,1,1,16.5,6.4,16.3,0.386
124981,294384,0,1,1,12,4.7,14,0.09
124982,294385,0,1,1,12,3.6,16.1,0.094
124996,294399,0,1,1,13.9,9.6,14,0.816
124996,484645,1,1,4,59,12,16,3.93
124997,294400,0,1,1,13.9,9.6,13.9,0.818
124997,483671,1,1,4,59,12,15,4
